marker1_1	marker1_2	marker2_1	marker2_2	cluster	motifname	motiflocid
-0.70711	0.70711	-0.70711	0.70711	3	2	556
-0.70711	0.70711	-0.70711	0.70711	3	2	557
-0.70711	0.70711	0.70711	-0.70711	1	2	558
-0.70711	0.70711	0.70711	-0.70711	1	2	559
0.70711	-0.70711	-0.70711	0.70711	2	2	560
0.70711	-0.70711	-0.70711	0.70711	2	2	561
-0.70711	0.70711	-0.70711	0.70711	3	2	562
0.70711	-0.70711	-0.70711	0.70711	2	2	563
0.70711	-0.70711	-0.70711	0.70711	2	2	564
-0.70711	0.70711	-0.70711	0.70711	3	2	568
0.70711	-0.70711	-0.70711	0.70711	2	2	569
-0.70711	0.70711	0.70711	-0.70711	1	2	570
0.70711	-0.70711	0.70711	-0.70711	4	2	571
-0.70711	0.70711	0.70711	-0.70711	1	2	572
-0.70711	0.70711	-0.70711	0.70711	3	2	573
0.70711	-0.70711	0.70711	-0.70711	4	2	574
0.70711	-0.70711	-0.70711	0.70711	2	2	575
-0.70711	0.70711	0.70711	-0.70711	1	2	576
-0.70711	0.70711	0.70711	-0.70711	1	2	577
-0.70711	0.70711	0.70711	-0.70711	1	2	578
-0.70711	0.70711	0.70711	-0.70711	1	2	579
-0.70711	0.70711	-0.70711	0.70711	3	2	580
-0.70711	0.70711	0.70711	-0.70711	1	2	581
-0.70711	0.70711	0.70711	-0.70711	1	2	582
0.70711	-0.70711	0.70711	-0.70711	4	2	583
-0.70711	0.70711	-0.70711	0.70711	3	2	585
0.70711	-0.70711	-0.70711	0.70711	2	2	586
0.70711	-0.70711	0.70711	-0.70711	4	2	587
-0.70711	0.70711	0.70711	-0.70711	1	2	588
0.70711	-0.70711	0.70711	-0.70711	4	2	589
-0.70711	0.70711	-0.70711	0.70711	3	2	591
0.70711	-0.70711	-0.70711	0.70711	2	2	592
0.70711	-0.70711	0.70711	-0.70711	4	2	593
0.70711	-0.70711	-0.70711	0.70711	2	2	594
-0.70711	0.70711	0.70711	-0.70711	1	2	595
-0.70711	0.70711	-0.70711	0.70711	3	2	596
-0.70711	0.70711	0.70711	-0.70711	1	2	597
0.70711	-0.70711	-0.70711	0.70711	2	2	598
-0.70711	0.70711	-0.70711	0.70711	3	2	599
-0.70711	0.70711	-0.70711	0.70711	3	2	600
-0.70711	0.70711	-0.70711	0.70711	3	2	601
0.70711	-0.70711	-0.70711	0.70711	2	2	602
-0.70711	0.70711	-0.70711	0.70711	3	2	603
-0.70711	0.70711	-0.70711	0.70711	3	2	604
0.70711	-0.70711	0.70711	-0.70711	4	2	606
0.70711	-0.70711	0.70711	-0.70711	4	2	608
0.70711	-0.70711	-0.70711	0.70711	2	2	609
0.70711	-0.70711	-0.70711	0.70711	2	2	610
0.70711	-0.70711	-0.70711	0.70711	2	2	611
0.70711	-0.70711	0.70711	-0.70711	4	2	612
-0.70711	0.70711	-0.70711	0.70711	3	2	613
-0.70711	0.70711	-0.70711	0.70711	3	2	614
0.70711	-0.70711	-0.70711	0.70711	2	2	615
-0.70711	0.70711	0.70711	-0.70711	1	2	616
-0.70711	0.70711	0.70711	-0.70711	1	2	617
0.70711	-0.70711	-0.70711	0.70711	2	2	618
-0.70711	0.70711	-0.70711	0.70711	3	2	619
0.70711	-0.70711	0.70711	-0.70711	4	2	620
0.70711	-0.70711	-0.70711	0.70711	2	2	621
0.70711	-0.70711	-0.70711	0.70711	2	2	623
0.70711	-0.70711	-0.70711	0.70711	2	2	625
0.70711	-0.70711	0.70711	-0.70711	4	2	627
0.70711	-0.70711	0.70711	-0.70711	4	2	628
0.70711	-0.70711	-0.70711	0.70711	2	2	629
-0.70711	0.70711	-0.70711	0.70711	3	2	631
-0.70711	0.70711	0.70711	-0.70711	1	2	632
-0.70711	0.70711	-0.70711	0.70711	3	2	633
0.70711	-0.70711	-0.70711	0.70711	2	2	634
0.70711	-0.70711	0.70711	-0.70711	4	2	635
-0.70711	0.70711	0.70711	-0.70711	1	2	636
-0.70711	0.70711	0.70711	-0.70711	1	2	638
0.70711	-0.70711	0.70711	-0.70711	4	2	639
0.70711	-0.70711	0.70711	-0.70711	4	2	640
0.70711	-0.70711	0.70711	-0.70711	4	2	641
-0.70711	0.70711	0.70711	-0.70711	1	2	642
0.70711	-0.70711	-0.70711	0.70711	2	2	643
-0.70711	0.70711	0.70711	-0.70711	1	2	644
0.70711	-0.70711	0.70711	-0.70711	4	2	646
0.70711	-0.70711	0.70711	-0.70711	4	2	648
-0.70711	0.70711	-0.70711	0.70711	3	2	649
-0.70711	0.70711	-0.70711	0.70711	3	2	650
-0.70711	0.70711	0.70711	-0.70711	1	2	651
-0.70711	0.70711	-0.70711	0.70711	3	2	652
-0.70711	0.70711	-0.70711	0.70711	3	2	653
0.70711	-0.70711	-0.70711	0.70711	2	2	654
0.70711	-0.70711	0.70711	-0.70711	4	2	655
-0.70711	0.70711	0.70711	-0.70711	1	2	656
-0.70711	0.70711	0.70711	-0.70711	1	2	657
-0.70711	0.70711	0.70711	-0.70711	1	2	658
0.70711	-0.70711	0.70711	-0.70711	4	2	659
0.70711	-0.70711	-0.70711	0.70711	2	2	661
-0.70711	0.70711	0.70711	-0.70711	1	2	662
0.70711	-0.70711	0.70711	-0.70711	4	2	663
-0.70711	0.70711	0.70711	-0.70711	1	2	666
-0.70711	0.70711	-0.70711	0.70711	3	2	667
-0.70711	0.70711	-0.70711	0.70711	3	2	668
-0.70711	0.70711	0.70711	-0.70711	1	2	669
0.70711	-0.70711	-0.70711	0.70711	2	2	671
-0.70711	0.70711	-0.70711	0.70711	3	2	672
0.70711	-0.70711	0.70711	-0.70711	4	2	673
0.70711	-0.70711	-0.70711	0.70711	2	2	674
-0.70711	0.70711	0.70711	-0.70711	1	2	675
0.70711	-0.70711	-0.70711	0.70711	2	2	676
-0.70711	0.70711	-0.70711	0.70711	3	2	678
-0.70711	0.70711	0.70711	-0.70711	1	2	679
-0.70711	0.70711	0.70711	-0.70711	1	2	680
0.70711	-0.70711	0.70711	-0.70711	4	2	681
-0.70711	0.70711	0.70711	-0.70711	1	2	682
-0.70711	0.70711	0.70711	-0.70711	1	2	683
0.70711	-0.70711	-0.70711	0.70711	2	2	686
0.70711	-0.70711	0.70711	-0.70711	4	2	688
-0.70711	0.70711	-0.70711	0.70711	3	2	690
0.70711	-0.70711	-0.70711	0.70711	2	2	692
0.70711	-0.70711	0.70711	-0.70711	4	2	693
0.70711	-0.70711	-0.70711	0.70711	2	2	694
0.70711	-0.70711	0.70711	-0.70711	4	2	695
0.70711	-0.70711	-0.70711	0.70711	2	2	696
-0.70711	0.70711	0.70711	-0.70711	1	2	697
-0.70711	0.70711	0.70711	-0.70711	1	2	698
0.70711	-0.70711	0.70711	-0.70711	4	2	699
0.70711	-0.70711	-0.70711	0.70711	2	2	700
0.70711	-0.70711	0.70711	-0.70711	4	2	701
-0.70711	0.70711	0.70711	-0.70711	1	2	702
0.70711	-0.70711	0.70711	-0.70711	4	2	703
-0.70711	0.70711	0.70711	-0.70711	1	2	705
-0.70711	0.70711	0.70711	-0.70711	1	2	706
-0.70711	0.70711	-0.70711	0.70711	3	2	707
0.70711	-0.70711	-0.70711	0.70711	2	2	708
0.70711	-0.70711	0.70711	-0.70711	4	2	709
-0.70711	0.70711	0.70711	-0.70711	1	2	711
0.70711	-0.70711	-0.70711	0.70711	2	2	712
-0.70711	0.70711	-0.70711	0.70711	3	2	713
0.70711	-0.70711	0.70711	-0.70711	4	2	714
0.70711	-0.70711	-0.70711	0.70711	2	2	715
-0.70711	0.70711	-0.70711	0.70711	3	2	716
0.70711	-0.70711	0.70711	-0.70711	4	2	717
-0.70711	0.70711	-0.70711	0.70711	3	2	718
0.70711	-0.70711	0.70711	-0.70711	4	2	719
-0.70711	0.70711	0.70711	-0.70711	1	2	720
0.70711	-0.70711	0.70711	-0.70711	4	2	721
-0.70711	0.70711	0.70711	-0.70711	1	2	722
0.70711	-0.70711	-0.70711	0.70711	2	2	723
0.70711	-0.70711	-0.70711	0.70711	2	2	726
0.70711	-0.70711	0.70711	-0.70711	4	2	728
0.70711	-0.70711	0.70711	-0.70711	4	2	729
0.70711	-0.70711	0.70711	-0.70711	4	2	730
0.70711	-0.70711	-0.70711	0.70711	2	2	732
-0.70711	0.70711	-0.70711	0.70711	3	2	733
-0.70711	0.70711	0.70711	-0.70711	1	2	734
-0.70711	0.70711	0.70711	-0.70711	1	2	735
-0.70711	0.70711	-0.70711	0.70711	3	2	736
-0.70711	0.70711	0.70711	-0.70711	1	2	737
0.70711	-0.70711	0.70711	-0.70711	4	2	738
-0.70711	0.70711	0.70711	-0.70711	1	2	740
-0.70711	0.70711	-0.70711	0.70711	3	2	741
0.70711	-0.70711	-0.70711	0.70711	2	2	742
0.70711	-0.70711	0.70711	-0.70711	4	2	743
0.70711	-0.70711	0.70711	-0.70711	4	2	745
0.70711	-0.70711	0.70711	-0.70711	4	2	746
-0.70711	0.70711	0.70711	-0.70711	1	2	747
0.70711	-0.70711	-0.70711	0.70711	2	2	749
0.70711	-0.70711	0.70711	-0.70711	4	2	751
0.70711	-0.70711	0.70711	-0.70711	4	2	752
0.70711	-0.70711	0.70711	-0.70711	4	2	753
-0.70711	0.70711	-0.70711	0.70711	3	2	754
-0.70711	0.70711	-0.70711	0.70711	3	2	755
-0.70711	0.70711	0.70711	-0.70711	1	2	756
0.70711	-0.70711	0.70711	-0.70711	4	2	757
0.70711	-0.70711	-0.70711	0.70711	2	2	758
-0.70711	0.70711	-0.70711	0.70711	3	2	759
0.70711	-0.70711	-0.70711	0.70711	2	2	760
0.70711	-0.70711	0.70711	-0.70711	4	2	761
0.70711	-0.70711	0.70711	-0.70711	4	2	762
-0.70711	0.70711	-0.70711	0.70711	3	2	763
-0.70711	0.70711	-0.70711	0.70711	3	2	764
0.70711	-0.70711	-0.70711	0.70711	2	2	766
0.70711	-0.70711	0.70711	-0.70711	4	2	768
-0.70711	0.70711	0.70711	-0.70711	1	2	769
-0.70711	0.70711	0.70711	-0.70711	1	2	770
0.70711	-0.70711	0.70711	-0.70711	4	2	771
-0.70711	0.70711	-0.70711	0.70711	3	2	772
-0.70711	0.70711	-0.70711	0.70711	3	2	773
-0.70711	0.70711	0.70711	-0.70711	1	2	774
-0.70711	0.70711	-0.70711	0.70711	3	2	776
-0.70711	0.70711	0.70711	-0.70711	1	2	778
-0.70711	0.70711	-0.70711	0.70711	3	2	779
-0.70711	0.70711	0.70711	-0.70711	1	2	780
0.70711	-0.70711	-0.70711	0.70711	2	2	782
-0.70711	0.70711	-0.70711	0.70711	3	2	783
0.70711	-0.70711	-0.70711	0.70711	2	2	785
-0.70711	0.70711	0.70711	-0.70711	1	2	787
0.70711	-0.70711	0.70711	-0.70711	4	2	788
0.70711	-0.70711	-0.70711	0.70711	2	2	789
0.70711	-0.70711	0.70711	-0.70711	4	2	791
-0.70711	0.70711	0.70711	-0.70711	1	2	792
0.70711	-0.70711	-0.70711	0.70711	2	2	793
0.70711	-0.70711	0.70711	-0.70711	4	2	795
0.70711	-0.70711	0.70711	-0.70711	4	2	796
0.70711	-0.70711	-0.70711	0.70711	2	2	797
0.70711	-0.70711	-0.70711	0.70711	2	2	798
-0.70711	0.70711	0.70711	-0.70711	1	2	799
-0.70711	0.70711	0.70711	-0.70711	1	2	800
0.70711	-0.70711	0.70711	-0.70711	4	2	801
0.70711	-0.70711	0.70711	-0.70711	4	2	802
0.70711	-0.70711	0.70711	-0.70711	4	2	803
0.70711	-0.70711	0.70711	-0.70711	4	2	804
0.70711	-0.70711	0.70711	-0.70711	4	2	806
0.70711	-0.70711	0.70711	-0.70711	4	2	808
0.70711	-0.70711	0.70711	-0.70711	4	2	809
0.70711	-0.70711	0.70711	-0.70711	4	2	810
0.70711	-0.70711	0.70711	-0.70711	4	2	811
0.70711	-0.70711	0.70711	-0.70711	4	2	812
0.70711	-0.70711	0.70711	-0.70711	4	2	813
0.70711	-0.70711	0.70711	-0.70711	4	2	814
0.70711	-0.70711	0.70711	-0.70711	4	2	815
0.70711	-0.70711	0.70711	-0.70711	4	2	816
0.70711	-0.70711	0.70711	-0.70711	4	2	817
0.70711	-0.70711	0.70711	-0.70711	4	2	818
0.70711	-0.70711	0.70711	-0.70711	4	2	819
0.70711	-0.70711	0.70711	-0.70711	4	2	820
0.70711	-0.70711	0.70711	-0.70711	4	2	822
0.70711	-0.70711	0.70711	-0.70711	4	2	823
0.70711	-0.70711	0.70711	-0.70711	4	2	825
0.70711	-0.70711	0.70711	-0.70711	4	2	826
0.70711	-0.70711	0.70711	-0.70711	4	2	827
0.70711	-0.70711	0.70711	-0.70711	4	2	828
0.70711	-0.70711	0.70711	-0.70711	4	2	829
0.70711	-0.70711	0.70711	-0.70711	4	2	831
0.70711	-0.70711	0.70711	-0.70711	4	2	832
0.70711	-0.70711	0.70711	-0.70711	4	2	833
0.70711	-0.70711	0.70711	-0.70711	4	2	834
0.70711	-0.70711	0.70711	-0.70711	4	2	835
0.70711	-0.70711	0.70711	-0.70711	4	2	836
0.70711	-0.70711	0.70711	-0.70711	4	2	837
0.70711	-0.70711	0.70711	-0.70711	4	2	838
0.70711	-0.70711	0.70711	-0.70711	4	2	839
0.70711	-0.70711	0.70711	-0.70711	4	2	840
0.70711	-0.70711	0.70711	-0.70711	4	2	841
0.70711	-0.70711	0.70711	-0.70711	4	2	842
0.70711	-0.70711	0.70711	-0.70711	4	2	843
0.70711	-0.70711	0.70711	-0.70711	4	2	844
0.70711	-0.70711	0.70711	-0.70711	4	2	846
0.70711	-0.70711	0.70711	-0.70711	4	2	848
0.70711	-0.70711	0.70711	-0.70711	4	2	849
0.70711	-0.70711	0.70711	-0.70711	4	2	850
0.70711	-0.70711	0.70711	-0.70711	4	2	851
0.70711	-0.70711	0.70711	-0.70711	4	2	852
0.70711	-0.70711	0.70711	-0.70711	4	2	853
0.70711	-0.70711	0.70711	-0.70711	4	2	854
0.70711	-0.70711	0.70711	-0.70711	4	2	855
0.70711	-0.70711	0.70711	-0.70711	4	2	856
0.70711	-0.70711	0.70711	-0.70711	4	2	857
0.70711	-0.70711	0.70711	-0.70711	4	2	858
0.70711	-0.70711	0.70711	-0.70711	4	2	860
0.70711	-0.70711	0.70711	-0.70711	4	2	862
0.70711	-0.70711	0.70711	-0.70711	4	2	863
0.70711	-0.70711	0.70711	-0.70711	4	2	865
0.70711	-0.70711	0.70711	-0.70711	4	2	866
0.70711	-0.70711	0.70711	-0.70711	4	2	867
0.70711	-0.70711	0.70711	-0.70711	4	2	868
0.70711	-0.70711	0.70711	-0.70711	4	2	869
0.70711	-0.70711	0.70711	-0.70711	4	2	871
0.70711	-0.70711	0.70711	-0.70711	4	2	872
0.70711	-0.70711	0.70711	-0.70711	4	2	873
0.70711	-0.70711	0.70711	-0.70711	4	2	874
0.70711	-0.70711	0.70711	-0.70711	4	2	875
0.70711	-0.70711	0.70711	-0.70711	4	2	876
0.70711	-0.70711	0.70711	-0.70711	4	2	877
0.70711	-0.70711	0.70711	-0.70711	4	2	878
0.70711	-0.70711	0.70711	-0.70711	4	2	879
0.70711	-0.70711	0.70711	-0.70711	4	2	880
0.70711	-0.70711	0.70711	-0.70711	4	2	881
0.70711	-0.70711	0.70711	-0.70711	4	2	882
0.70711	-0.70711	0.70711	-0.70711	4	2	883
0.70711	-0.70711	0.70711	-0.70711	4	2	884
0.70711	-0.70711	0.70711	-0.70711	4	2	886
0.70711	-0.70711	0.70711	-0.70711	4	2	887
0.70711	-0.70711	0.70711	-0.70711	4	2	888
0.70711	-0.70711	0.70711	-0.70711	4	2	889
0.70711	-0.70711	0.70711	-0.70711	4	2	890
0.70711	-0.70711	0.70711	-0.70711	4	2	891
0.70711	-0.70711	0.70711	-0.70711	4	2	892
0.70711	-0.70711	0.70711	-0.70711	4	2	893
0.70711	-0.70711	0.70711	-0.70711	4	2	894
0.70711	-0.70711	0.70711	-0.70711	4	2	895
0.70711	-0.70711	0.70711	-0.70711	4	2	896
0.70711	-0.70711	0.70711	-0.70711	4	2	897
0.70711	-0.70711	0.70711	-0.70711	4	2	898
0.70711	-0.70711	0.70711	-0.70711	4	2	900
0.70711	-0.70711	0.70711	-0.70711	4	2	901
0.70711	-0.70711	0.70711	-0.70711	4	2	902
0.70711	-0.70711	0.70711	-0.70711	4	2	903
0.70711	-0.70711	0.70711	-0.70711	4	2	905
0.70711	-0.70711	0.70711	-0.70711	4	2	906
0.70711	-0.70711	0.70711	-0.70711	4	2	907
0.70711	-0.70711	0.70711	-0.70711	4	2	908
0.70711	-0.70711	0.70711	-0.70711	4	2	909
0.70711	-0.70711	0.70711	-0.70711	4	2	911
0.70711	-0.70711	0.70711	-0.70711	4	2	912
0.70711	-0.70711	0.70711	-0.70711	4	2	913
0.70711	-0.70711	0.70711	-0.70711	4	2	914
0.70711	-0.70711	0.70711	-0.70711	4	2	915
-0.70711	0.70711	0.70711	-0.70711	1	2	916
0.70711	-0.70711	0.70711	-0.70711	4	2	917
0.70711	-0.70711	0.70711	-0.70711	4	2	918
0.70711	-0.70711	0.70711	-0.70711	4	2	919
0.70711	-0.70711	0.70711	-0.70711	4	2	920
0.70711	-0.70711	0.70711	-0.70711	4	2	921
0.70711	-0.70711	0.70711	-0.70711	4	2	922
0.70711	-0.70711	0.70711	-0.70711	4	2	923
0.70711	-0.70711	0.70711	-0.70711	4	2	924
0.70711	-0.70711	0.70711	-0.70711	4	2	926
0.70711	-0.70711	0.70711	-0.70711	4	2	927
0.70711	-0.70711	0.70711	-0.70711	4	2	928
0.70711	-0.70711	0.70711	-0.70711	4	2	929
0.70711	-0.70711	0.70711	-0.70711	4	2	930
0.70711	-0.70711	0.70711	-0.70711	4	2	931
0.70711	-0.70711	0.70711	-0.70711	4	2	932
0.70711	-0.70711	0.70711	-0.70711	4	2	933
0.70711	-0.70711	0.70711	-0.70711	4	2	934
0.70711	-0.70711	0.70711	-0.70711	4	2	935
0.70711	-0.70711	0.70711	-0.70711	4	2	936
0.70711	-0.70711	0.70711	-0.70711	4	2	937
0.70711	-0.70711	0.70711	-0.70711	4	2	938
0.70711	-0.70711	0.70711	-0.70711	4	2	940
0.70711	-0.70711	0.70711	-0.70711	4	2	941
0.70711	-0.70711	0.70711	-0.70711	4	2	942
0.70711	-0.70711	0.70711	-0.70711	4	2	943
0.70711	-0.70711	0.70711	-0.70711	4	2	945
0.70711	-0.70711	0.70711	-0.70711	4	2	946
0.70711	-0.70711	0.70711	-0.70711	4	2	947
0.70711	-0.70711	0.70711	-0.70711	4	2	948
0.70711	-0.70711	0.70711	-0.70711	4	2	949
0.70711	-0.70711	0.70711	-0.70711	4	2	950
0.70711	-0.70711	0.70711	-0.70711	4	2	951
0.70711	-0.70711	0.70711	-0.70711	4	2	952
0.70711	-0.70711	0.70711	-0.70711	4	2	953
0.70711	-0.70711	0.70711	-0.70711	4	2	954
0.70711	-0.70711	0.70711	-0.70711	4	2	955
0.70711	-0.70711	0.70711	-0.70711	4	2	956
0.70711	-0.70711	0.70711	-0.70711	4	2	957
0.70711	-0.70711	0.70711	-0.70711	4	2	958
0.70711	-0.70711	0.70711	-0.70711	4	2	959
0.70711	-0.70711	0.70711	-0.70711	4	2	960
0.70711	-0.70711	0.70711	-0.70711	4	2	961
0.70711	-0.70711	0.70711	-0.70711	4	2	962
0.70711	-0.70711	0.70711	-0.70711	4	2	963
0.70711	-0.70711	0.70711	-0.70711	4	2	964
0.70711	-0.70711	0.70711	-0.70711	4	2	966
0.70711	-0.70711	0.70711	-0.70711	4	2	967
0.70711	-0.70711	0.70711	-0.70711	4	2	968
0.70711	-0.70711	0.70711	-0.70711	4	2	969
0.70711	-0.70711	0.70711	-0.70711	4	2	970
0.70711	-0.70711	0.70711	-0.70711	4	2	971
0.70711	-0.70711	0.70711	-0.70711	4	2	972
0.70711	-0.70711	0.70711	-0.70711	4	2	973
0.70711	-0.70711	0.70711	-0.70711	4	2	974
0.70711	-0.70711	0.70711	-0.70711	4	2	975
0.70711	-0.70711	0.70711	-0.70711	4	2	976
0.70711	-0.70711	0.70711	-0.70711	4	2	977
0.70711	-0.70711	0.70711	-0.70711	4	2	978
0.70711	-0.70711	0.70711	-0.70711	4	2	980
0.70711	-0.70711	0.70711	-0.70711	4	2	981
0.70711	-0.70711	0.70711	-0.70711	4	2	982
0.70711	-0.70711	0.70711	-0.70711	4	2	983
0.70711	-0.70711	0.70711	-0.70711	4	2	985
0.70711	-0.70711	0.70711	-0.70711	4	2	986
0.70711	-0.70711	0.70711	-0.70711	4	2	987
0.70711	-0.70711	0.70711	-0.70711	4	2	988
0.70711	-0.70711	0.70711	-0.70711	4	2	989
0.70711	-0.70711	0.70711	-0.70711	4	2	990
0.70711	-0.70711	0.70711	-0.70711	4	2	991
0.70711	-0.70711	0.70711	-0.70711	4	2	992
0.70711	-0.70711	0.70711	-0.70711	4	2	993
0.70711	-0.70711	0.70711	-0.70711	4	2	994
0.70711	-0.70711	0.70711	-0.70711	4	2	995
0.70711	-0.70711	0.70711	-0.70711	4	2	996
0.70711	-0.70711	0.70711	-0.70711	4	2	997
0.70711	-0.70711	0.70711	-0.70711	4	2	998
0.70711	-0.70711	0.70711	-0.70711	4	2	999
0.70711	-0.70711	0.70711	-0.70711	4	2	1000
-0.70711	0.70711	0.70711	-0.70711	1	3	8
-0.70711	0.70711	-0.70711	0.70711	3	3	13
-0.70711	0.70711	0.70711	-0.70711	1	3	15
-0.70711	0.70711	0.70711	-0.70711	1	3	16
-0.70711	0.70711	0.70711	-0.70711	1	3	31
-0.70711	0.70711	0.70711	-0.70711	1	3	33
0.70711	-0.70711	0.70711	-0.70711	4	3	34
-0.70711	0.70711	0.70711	-0.70711	1	3	36
0.70711	-0.70711	0.70711	-0.70711	4	3	37
-0.70711	0.70711	-0.70711	0.70711	3	3	38
0.70711	-0.70711	-0.70711	0.70711	2	3	39
0.70711	-0.70711	0.70711	-0.70711	4	3	40
-0.70711	0.70711	-0.70711	0.70711	3	3	48
-0.70711	0.70711	-0.70711	0.70711	3	3	53
0.70711	-0.70711	0.70711	-0.70711	4	3	55
0.70711	-0.70711	-0.70711	0.70711	2	3	56
0.70711	-0.70711	-0.70711	0.70711	2	3	71
0.70711	-0.70711	0.70711	-0.70711	4	3	73
-0.70711	0.70711	-0.70711	0.70711	3	3	75
0.70711	-0.70711	-0.70711	0.70711	2	3	76
0.70711	-0.70711	-0.70711	0.70711	2	3	77
-0.70711	0.70711	0.70711	-0.70711	1	3	78
-0.70711	0.70711	-0.70711	0.70711	3	3	79
-0.70711	0.70711	0.70711	-0.70711	1	3	80
-0.70711	0.70711	-0.70711	0.70711	3	3	88
-0.70711	0.70711	-0.70711	0.70711	3	3	93
-0.70711	0.70711	0.70711	-0.70711	1	3	95
0.70711	-0.70711	-0.70711	0.70711	2	3	96
0.70711	-0.70711	-0.70711	0.70711	2	3	111
-0.70711	0.70711	0.70711	-0.70711	1	3	113
-0.70711	0.70711	-0.70711	0.70711	3	3	114
-0.70711	0.70711	-0.70711	0.70711	3	3	116
-0.70711	0.70711	-0.70711	0.70711	3	3	117
-0.70711	0.70711	0.70711	-0.70711	1	3	118
0.70711	-0.70711	-0.70711	0.70711	2	3	119
-0.70711	0.70711	0.70711	-0.70711	1	3	120
-0.70711	0.70711	0.70711	-0.70711	1	3	128
0.70711	-0.70711	-0.70711	0.70711	2	3	133
0.70711	-0.70711	0.70711	-0.70711	4	3	136
-0.70711	0.70711	0.70711	-0.70711	1	3	151
-0.70711	0.70711	0.70711	-0.70711	1	3	153
-0.70711	0.70711	0.70711	-0.70711	1	3	154
0.70711	-0.70711	0.70711	-0.70711	4	3	156
0.70711	-0.70711	0.70711	-0.70711	4	3	157
-0.70711	0.70711	0.70711	-0.70711	1	3	158
0.70711	-0.70711	-0.70711	0.70711	2	3	159
0.70711	-0.70711	-0.70711	0.70711	2	3	160
-0.70711	0.70711	-0.70711	0.70711	3	3	165
-0.70711	0.70711	-0.70711	0.70711	3	3	173
-0.70711	0.70711	-0.70711	0.70711	3	3	175
0.70711	-0.70711	-0.70711	0.70711	2	3	176
0.70711	-0.70711	0.70711	-0.70711	4	3	191
-0.70711	0.70711	0.70711	-0.70711	1	3	193
0.70711	-0.70711	-0.70711	0.70711	2	3	195
0.70711	-0.70711	0.70711	-0.70711	4	3	196
-0.70711	0.70711	0.70711	-0.70711	1	3	197
0.70711	-0.70711	-0.70711	0.70711	2	3	198
0.70711	-0.70711	-0.70711	0.70711	2	3	199
0.70711	-0.70711	-0.70711	0.70711	2	3	200
-0.70711	0.70711	-0.70711	0.70711	3	3	205
-0.70711	0.70711	0.70711	-0.70711	1	3	213
0.70711	-0.70711	0.70711	-0.70711	4	3	215
0.70711	-0.70711	-0.70711	0.70711	2	3	228
0.70711	-0.70711	-0.70711	0.70711	2	3	231
0.70711	-0.70711	0.70711	-0.70711	4	3	233
0.70711	-0.70711	-0.70711	0.70711	2	3	234
-0.70711	0.70711	-0.70711	0.70711	3	3	235
-0.70711	0.70711	-0.70711	0.70711	3	3	236
0.70711	-0.70711	0.70711	-0.70711	4	3	237
0.70711	-0.70711	0.70711	-0.70711	4	3	238
0.70711	-0.70711	0.70711	-0.70711	4	3	239
-0.70711	0.70711	0.70711	-0.70711	1	3	240
-0.70711	0.70711	0.70711	-0.70711	1	3	245
0.70711	-0.70711	-0.70711	0.70711	2	3	253
0.70711	-0.70711	-0.70711	0.70711	2	3	255
0.70711	-0.70711	0.70711	-0.70711	4	3	256
-0.70711	0.70711	-0.70711	0.70711	3	3	271
-0.70711	0.70711	-0.70711	0.70711	3	3	273
-0.70711	0.70711	0.70711	-0.70711	1	3	274
0.70711	-0.70711	0.70711	-0.70711	4	3	275
-0.70711	0.70711	-0.70711	0.70711	3	3	276
-0.70711	0.70711	-0.70711	0.70711	3	3	277
0.70711	-0.70711	-0.70711	0.70711	2	3	279
-0.70711	0.70711	-0.70711	0.70711	3	3	280
0.70711	-0.70711	-0.70711	0.70711	2	3	285
-0.70711	0.70711	-0.70711	0.70711	3	3	293
0.70711	-0.70711	-0.70711	0.70711	2	3	295
0.70711	-0.70711	0.70711	-0.70711	4	3	306
0.70711	-0.70711	0.70711	-0.70711	4	3	311
-0.70711	0.70711	-0.70711	0.70711	3	3	313
0.70711	-0.70711	-0.70711	0.70711	2	3	314
0.70711	-0.70711	-0.70711	0.70711	2	3	315
0.70711	-0.70711	-0.70711	0.70711	2	3	316
0.70711	-0.70711	-0.70711	0.70711	2	3	317
-0.70711	0.70711	-0.70711	0.70711	3	3	319
0.70711	-0.70711	-0.70711	0.70711	2	3	320
0.70711	-0.70711	0.70711	-0.70711	4	3	325
-0.70711	0.70711	0.70711	-0.70711	1	3	333
-0.70711	0.70711	0.70711	-0.70711	1	3	346
-0.70711	0.70711	-0.70711	0.70711	3	3	347
0.70711	-0.70711	0.70711	-0.70711	4	3	353
-0.70711	0.70711	0.70711	-0.70711	1	3	354
0.70711	-0.70711	0.70711	-0.70711	4	3	355
0.70711	-0.70711	-0.70711	0.70711	2	3	356
-0.70711	0.70711	0.70711	-0.70711	1	3	358
-0.70711	0.70711	0.70711	-0.70711	1	3	359
-0.70711	0.70711	-0.70711	0.70711	3	3	360
-0.70711	0.70711	0.70711	-0.70711	1	3	365
0.70711	-0.70711	0.70711	-0.70711	4	3	373
-0.70711	0.70711	-0.70711	0.70711	3	3	386
-0.70711	0.70711	-0.70711	0.70711	3	3	393
-0.70711	0.70711	0.70711	-0.70711	1	3	394
-0.70711	0.70711	0.70711	-0.70711	1	3	395
-0.70711	0.70711	0.70711	-0.70711	1	3	396
0.70711	-0.70711	0.70711	-0.70711	4	3	397
0.70711	-0.70711	-0.70711	0.70711	2	3	398
0.70711	-0.70711	-0.70711	0.70711	2	3	399
